Array,Site_Name,Year,Latitude,Longitude,Start_Date,End_Date,Survey_Nights,Habitat,Development_Level,Humans_Per_Camera,Humans_Per_Camera_Per_Day,Disturbance
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 17_2023,2023,32.658735,-85.486843,2023-10-01,2023-11-22,52,Forest,Suburban,7,0.134615384615385,0.700608432292938
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 1_2023,2023,32.660118,-85.488395,2023-10-01,2023-11-21,51,Forest,Suburban,240,4.70588235294118,0.700608432292938
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 2_2023,2023,32.661875,-85.486909,2023-09-28,2023-11-22,55,Forest,Suburban,0,0,0.700608432292938
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 3_2023,2023,32.662616,-85.488757,2023-09-28,2023-11-22,55,Forest,Suburban,3,0.0545454545454545,0.700608432292938
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 4_2023,2023,32.660405,-85.488731,2023-09-28,2023-11-22,55,Forest,Suburban,1,0.0181818181818182,0.700608432292938
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 6_2023,2023,32.665248,-85.487529,2023-09-28,2023-11-22,55,Forest,Suburban,1,0.0181818181818182,0.700608432292938
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 7_2023,2023,32.665198,-85.485304,2023-09-28,2023-11-22,55,Forest,Suburban,1,0.0181818181818182,0.700608432292938
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 8_2023,2023,32.665351,-85.483135,2023-09-28,2023-11-19,52,Forest,Suburban,1,0.0192307692307692,0.724748134613037
Fantle-Lepczyk,AL_Forest_Fantle-Lepczyk_23_Site 9_2023,2023,32.66345,-85.482939,2023-09-28,2023-11-19,52,Forest,Suburban,1,0.0192307692307692,0.724748134613037
DeGregorio,AR_Forest_DeGregorio_21_dep_02_2021,2021,36.25343,-93.70936,2021-09-21,2021-10-27,36,Forest,Rural,2,0.0555555555555556,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_21_dep_03_2021,2021,36.2543,-93.70441,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_21_dep_04_2021,2021,36.25358,-93.7055,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_21_dep_05_2021,2021,36.25434,-93.70083,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_21_dep_06_2021,2021,36.25188,-93.69858,2021-09-21,2021-10-29,38,Forest,Rural,1,0.0263157894736842,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_21_dep_07_2021,2021,36.25423,-93.69842,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_21_dep_08_2021,2021,36.25513,-93.70244,2021-09-21,2021-10-29,38,Forest,Rural,3,0.0789473684210526,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_21_dep_09_2021,2021,36.25794,-93.70019,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_21_dep_10_2021,2021,36.25538,-93.70875,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_21_dep_11_2021,2021,36.25712,-93.70729,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_21_dep_12_2021,2021,36.25741,-93.70604,2021-09-21,2021-10-02,11,Forest,Rural,1,0.0909090909090909,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_21_dep_13_2021,2021,36.25915,-93.70463,2021-09-21,2021-10-29,38,Forest,Rural,2,0.0526315789473684,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_10_2022,2022,36.25602,-93.69908,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_11_2022,2022,36.25605,-93.70756,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_22_12_2022,2022,36.25752,-93.70675,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_22_13_2022,2022,36.25819,-93.70502,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_14_2022,2022,36.25958,-93.7043,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.14507520198822
DeGregorio,AR_Forest_DeGregorio_22_15_2022,2022,36.26032,-93.70184,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.14507520198822
DeGregorio,AR_Forest_DeGregorio_22_1_2022,2022,36.25492,-93.704,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_2_2022,2022,36.25507,-93.70569,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_22_3_2022,2022,36.25343,-93.70936,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_22_4_2022,2022,36.25297,-93.70639,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.102761894464493
DeGregorio,AR_Forest_DeGregorio_22_5_2022,2022,36.25267,-93.70445,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_6_2022,2022,36.2538,-93.70068,2022-09-17,2022-10-31,44,Forest,Rural,0,0,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_7_2022,2022,36.25123,-93.70026,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_8_2022,2022,36.25164,-93.69783,2022-09-16,2022-10-17,31,Forest,Rural,1,0.032258064516129,0.110161453485489
DeGregorio,AR_Forest_DeGregorio_22_9_2022,2022,36.25331,-93.69909,2022-09-16,2022-10-31,45,Forest,Rural,2,0.0444444444444444,0.110161453485489
Johans,AR_Forest_Johans_22_1.2_2022,2022,35.99882,-94.24904,2022-10-07,2022-11-13,37,Forest,Wild,1,0.027027027027027,0.29112583398819
Johans,AR_Forest_Johans_22_10_2022,2022,35.99952,-94.2463,2022-09-06,2022-10-06,30,Forest,Wild,1,0.0333333333333333,0.29112583398819
Johans,AR_Forest_Johans_22_12 09/01/2022_2022,2022,35.9991,-94.25026,2022-09-02,2022-09-13,11,Forest,Wild,0,0,0.588567614555359
Johans,AR_Forest_Johans_22_12.2_2022,2022,35.9991,-94.25026,2022-10-06,2022-11-05,30,Forest,Wild,0,0,0.588567614555359
Johans,AR_Forest_Johans_22_13.2_2022,2022,35.99817,-94.25012,2022-10-06,2022-11-13,38,Forest,Wild,1,0.0263157894736842,0.588567614555359
Johans,AR_Forest_Johans_22_13_2022,2022,35.99817,-94.25012,2022-09-02,2022-10-06,34,Forest,Wild,1,0.0294117647058824,0.588567614555359
Johans,AR_Forest_Johans_22_14 09/01/2022_2022,2022,35.99726,-94.25025,2022-09-20,2022-10-06,16,Forest,Wild,2,0.125,0.588567614555359
Johans,AR_Forest_Johans_22_14.2_2022,2022,35.99726,-94.25025,2022-08-23,2022-10-24,62,Forest,Wild,6,0.0967741935483871,0.588567614555359
Johans,AR_Forest_Johans_22_1_2022,2022,35.99882,-94.24904,2022-09-01,2022-10-06,35,Forest,Wild,1,0.0285714285714286,0.29112583398819
Johans,AR_Forest_Johans_22_2 10/06/2022_2022,2022,35.99848,-94.24779,2022-10-06,2022-11-13,38,Forest,Wild,17,0.447368421052632,0.29112583398819
Johans,AR_Forest_Johans_22_3.2_2022,2022,35.99866,-94.24631,2022-10-06,2022-11-13,38,Forest,Wild,2,0.0526315789473684,0.29112583398819
Johans,AR_Forest_Johans_22_3_2022,2022,35.99866,-94.24631,2022-09-01,2022-10-06,35,Forest,Wild,1,0.0285714285714286,0.29112583398819
Johans,AR_Forest_Johans_22_4_2022,2022,35.99731,-94.24661,2022-09-03,2022-10-06,33,Forest,Wild,1,0.0303030303030303,0.29112583398819
Johans,AR_Forest_Johans_22_5.2_2022,2022,35.99666,-94.24673,2022-10-06,2022-11-13,38,Forest,Wild,2,0.0526315789473684,0.29112583398819
Johans,AR_Forest_Johans_22_5_2022,2022,35.99666,-94.24673,2022-09-01,2022-10-06,35,Forest,Wild,3,0.0857142857142857,0.29112583398819
Johans,AR_Forest_Johans_22_6 09/01/2022_2022,2022,35.99563,-94.24648,2022-09-02,2022-10-06,34,Forest,Wild,1,0.0294117647058824,0.29112583398819
Johans,AR_Forest_Johans_22_6.2_2022,2022,35.99563,-94.24648,2022-10-06,2022-11-12,37,Forest,Wild,1,0.027027027027027,0.29112583398819
Johans,AR_Forest_Johans_22_7 09/01/2022_2022,2022,35.99667,-94.24574,2022-09-01,2022-10-06,35,Forest,Wild,1,0.0285714285714286,0.29112583398819
Johans,AR_Forest_Johans_22_7.2_2022,2022,35.99667,-94.24574,2022-10-06,2022-11-13,38,Forest,Wild,2,0.0526315789473684,0.29112583398819
Johans,AR_Forest_Johans_22_8.2_2022,2022,35.99784,-94.24522,2022-10-06,2022-11-13,38,Forest,Wild,1,0.0263157894736842,0.29112583398819
Johans,AR_Forest_Johans_22_8_2022,2022,35.99784,-94.24522,2022-09-02,2022-10-06,34,Forest,Wild,1,0.0294117647058824,0.29112583398819
Johans,AR_Forest_Johans_22_9_2022,2022,35.99901,-94.24463,2022-09-03,2022-10-06,33,Forest,Wild,1,0.0303030303030303,0.29112583398819
Tigue,AR_Forest_Tigue_Cam 15 09/02/2022_2022,2022,34.38896,-93.8946,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.154371201992035
Tigue,AR_Forest_Tigue_Ouachita1 09/02/2022_2022,2022,34.3902,-93.89705,2022-09-02,2022-10-27,55,Forest,Wild,1,0.0181818181818182,0.123290032148361
Tigue,AR_Forest_Tigue_OuachitaCam30_2022,2022,34.35844,-93.90509,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.105144828557968
Tigue,AR_Forest_Tigue_OuachitaCam34_2022,2022,34.36902,-93.90761,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.107297301292419
Tigue,AR_Forest_Tigue_OuachitaCam36_2022,2022,34.37642,-93.91803,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.13788041472435
Tigue,AR_Forest_Tigue_OuachitaCam45_2022,2022,34.35611,-93.90564,2022-09-02,2022-10-31,59,Forest,Wild,3,0.0508474576271186,0.105144828557968
Tigue,AR_Forest_Tigue_OuachitaCam49_2022,2022,34.37545,-93.93684,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.118387430906296
Tigue,AR_Forest_Tigue_OuachitaCam5_2022,2022,34.38806,-93.89009,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.121614873409271
Tigue,AR_Forest_Tigue_OuachitaCam67_2022,2022,34.37002,-93.91168,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.149906158447266
Tigue,AR_Forest_Tigue_OuachitaCam71_2022,2022,34.38462,-93.8847,2022-09-02,2022-10-30,58,Forest,Wild,2,0.0344827586206897,0.121614873409271
Tigue,AR_Forest_Tigue_OuachitaCam73_2022,2022,34.37252,-93.9214,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.13788041472435
Tigue,AR_Forest_Tigue_OuachitaCam74_2022,2022,34.37749,-93.95082,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.102729171514511
Tigue,AR_Forest_Tigue_OuachitaCam82_2022,2022,34.35975,-93.9036,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.105144828557968
Tigue,AR_Forest_Tigue_OuachitaCam85_2022,2022,34.38613,-93.88907,2022-09-02,2022-10-31,59,Forest,Wild,2,0.0338983050847458,0.121614873409271
Tigue,AR_Forest_Tigue_ouachitaCam21_2022,2022,34.35378,-93.90431,2022-09-02,2022-10-31,59,Forest,Wild,5,0.0847457627118644,0.105144828557968
Fayetteville,AR_Grassland_Fayetteville_10_2019,2019,36.06722,-94.23393,2019-09-13,2019-10-17,34,Grassland,Rural,4,0.117647058823529,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_11_2019,2019,36.06946,-94.2387,2019-09-13,2019-09-21,8,Grassland,Rural,5,0.625,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_12_2019,2019,36.06951,-94.23688,2019-09-13,2019-10-29,46,Grassland,Rural,2,0.0434782608695652,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_1_2019,2019,36.06512,-94.23357,2019-09-13,2019-10-28,45,Grassland,Rural,1,0.0222222222222222,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_3_2019,2019,36.06882,-94.23449,2019-09-13,2019-10-29,46,Grassland,Rural,1,0.0217391304347826,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_5_2019,2019,36.06684,-94.23191,2019-09-13,2019-10-22,39,Grassland,Rural,5,0.128205128205128,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_6_2019,2019,36.06537,-94.23211,2019-09-13,2019-10-29,46,Grassland,Rural,1,0.0217391304347826,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_7_2019,2019,36.06504,-94.23568,2019-09-13,2019-10-29,46,Grassland,Rural,2,0.0434782608695652,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_8_2019,2019,36.06489,-94.23813,2019-09-13,2019-10-29,46,Grassland,Rural,7,0.152173913043478,0.730503082275391
Fayetteville,AR_Grassland_Fayetteville_9_2019,2019,36.06697,-94.23611,2019-09-13,2019-10-27,44,Grassland,Rural,1,0.0227272727272727,0.730503082275391
Grandview,AR_Grassland_Grandview_22_03_2022,2022,33.80778,-93.78961,2022-09-01,2022-09-21,20,Grassland,Rural,1,0.05,0.232290416955948
Grandview,AR_Grassland_Grandview_22_04_2022,2022,33.80256,-93.7813,2022-09-01,2022-11-03,63,Grassland,Rural,2,0.0317460317460317,0.251585155725479
Grandview,AR_Grassland_Grandview_22_05_2022,2022,33.81054,-93.77577,2022-09-02,2022-11-04,63,Grassland,Rural,2,0.0317460317460317,0.202848494052887
Grandview,AR_Grassland_Grandview_22_06_2022,2022,33.8083,-93.77321,2022-09-02,2022-11-04,63,Grassland,Rural,1,0.0158730158730159,0.197459489107132
Grandview,AR_Grassland_Grandview_22_07_2022,2022,33.79834,-93.77167,2022-09-02,2022-11-04,63,Grassland,Rural,2,0.0317460317460317,0.238115906715393
Grandview,AR_Grassland_Grandview_22_08_2022,2022,33.78921,-93.76879,2022-09-02,2022-11-04,63,Grassland,Rural,2,0.0317460317460317,0.238441348075867
Grandview,AR_Grassland_Grandview_22_09_2022,2022,33.78666,-93.76866,2022-09-02,2022-11-04,63,Grassland,Rural,3,0.0476190476190476,0.238441348075867
Grandview,AR_Grassland_Grandview_22_10_2022,2022,33.81466,-93.76786,2022-09-02,2022-11-04,63,Grassland,Rural,2,0.0317460317460317,0.197459489107132
Grandview,AR_Grassland_Grandview_22_12_2022,2022,33.78265,-93.76666,2022-09-02,2022-10-06,34,Grassland,Rural,2,0.0588235294117647,0.296822905540466
Grandview,AR_Grassland_Grandview_22_13_2022,2022,33.7963,-93.76629,2022-09-02,2022-11-04,63,Grassland,Rural,1,0.0158730158730159,0.238115906715393
Grandview,AR_Grassland_Grandview_22_14_2022,2022,33.78239,-93.76376,2022-09-02,2022-11-04,63,Grassland,Rural,4,0.0634920634920635,0.175516247749329
Grandview,AR_Grassland_Grandview_22_15_2022,2022,33.79885,-93.7625,2022-09-02,2022-11-04,63,Grassland,Rural,2,0.0317460317460317,0.252149820327759
Grandview,AR_Grassland_Grandview_Dep 1_2022,2022,33.7992,-93.79882,2022-09-02,2022-11-04,63,Grassland,Rural,3,0.0476190476190476,0.246802806854248
Grandview,AR_Grassland_Grandview_Dep 2_2022,2022,33.79944,-93.79096,2022-09-01,2022-09-30,29,Grassland,Rural,1,0.0344827586206897,0.283914029598236
Grandview,AR_Grassland_Grandview_Prairie_20_01_2020,2020,33.81093,-93.78539,2020-09-16,2020-10-22,36,Grassland,Rural,1,0.0277777777777778,0.232290416955948
Grandview,AR_Grassland_Grandview_Prairie_20_02_2020,2020,33.80792,-93.78587,2020-09-16,2020-10-22,36,Grassland,Rural,2,0.0555555555555556,0.232290416955948
Grandview,AR_Grassland_Grandview_Prairie_20_03_2020,2020,33.81287,-93.78557,2020-09-16,2020-10-22,36,Grassland,Rural,1,0.0277777777777778,0.232290416955948
Grandview,AR_Grassland_Grandview_Prairie_20_04_2020,2020,33.8152,-93.78719,2020-09-16,2020-10-22,36,Grassland,Rural,4,0.111111111111111,0.232290416955948
Grandview,AR_Grassland_Grandview_Prairie_20_05_2020,2020,33.81657,-93.79562,2020-09-16,2020-10-22,36,Grassland,Rural,20,0.555555555555556,0.22880956530571
Grandview,AR_Grassland_Grandview_Prairie_20_06_2020,2020,33.81376,-93.79562,2020-09-16,2020-10-22,36,Grassland,Rural,2,0.0555555555555556,0.22176331281662
Grandview,AR_Grassland_Grandview_Prairie_20_07_2020,2020,33.80109,-93.78249,2020-09-16,2020-10-22,36,Grassland,Rural,2,0.0555555555555556,0.251585155725479
Grandview,AR_Grassland_Grandview_Prairie_20_09_2020,2020,33.80326,-93.78263,2020-09-17,2020-10-22,35,Grassland,Rural,13,0.371428571428571,0.251585155725479
Grandview,AR_Grassland_Grandview_Prairie_20_10_2020,2020,33.80233,-93.7742,2020-09-16,2020-10-22,36,Grassland,Rural,2,0.0555555555555556,0.238115906715393
Grandview,AR_Grassland_Grandview_Prairie_20_11_2020,2020,33.7994,-93.79256,2020-09-16,2020-10-22,36,Grassland,Rural,1,0.0277777777777778,0.283914029598236
Tucson,AZ_Desert_BC1_dep1_2022,2022,32.303397,-110.803233,2022-08-18,2022-11-12,86,Desert,Suburban,60,0.697674418604651,0.720150470733643
Tucson,AZ_Desert_LP7_dep1_2022,2022,32.1865,-110.801335,2022-09-11,2022-10-27,46,Desert,Suburban,4,0.0869565217391304,0.750368237495422
Tucson,AZ_Desert_LP9_dep1_2022,2022,32.17523,-110.78306,2022-09-11,2022-10-27,46,Desert,Suburban,1,0.0217391304347826,0.72234445810318
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_10_2019,2019,33.74075,-111.80756,2019-08-26,2019-10-21,56,Desert,Rural,16,0.285714285714286,0.550867795944214
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_1_2019,2019,33.74051,-111.8153,2019-08-26,2019-10-21,56,Desert,Rural,7,0.125,0.567887842655182
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_01_2020,2020,33.73354,-111.81382,2020-09-10,2020-10-26,46,Desert,Rural,11,0.239130434782609,0.645071983337402
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_02_2020,2020,33.6997,-111.79261,2020-09-11,2020-10-26,45,Desert,Rural,4,0.0888888888888889,0.143442541360855
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_03_2020,2020,33.73341,-111.8083,2020-09-10,2020-10-26,46,Desert,Rural,9,0.195652173913043,0.549572587013245
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_04_2020,2020,33.72556,-111.81516,2020-09-10,2020-10-26,46,Desert,Rural,4,0.0869565217391304,0.689808130264282
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_05_2020,2020,33.72388,-111.80848,2020-09-10,2020-10-26,46,Desert,Rural,4,0.0869565217391304,0.483727514743805
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_06_2020,2020,33.71826,-111.81207,2020-09-10,2020-10-26,46,Desert,Rural,6,0.130434782608696,0.689808130264282
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_07_2020,2020,33.69793,-111.78978,2020-09-11,2020-10-27,46,Desert,Rural,7,0.152173913043478,0.143442541360855
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_08_2020,2020,33.69004,-111.80097,2020-09-11,2020-10-27,46,Desert,Rural,5,0.108695652173913,0.599783658981323
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_10_2020,2020,33.71574,-111.78957,2020-09-10,2020-10-21,41,Desert,Rural,5,0.121951219512195,0.128575533628464
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_20_11_2020,2020,33.6969,-111.80902,2020-09-11,2020-10-27,46,Desert,Rural,7,0.152173913043478,0.599783658981323
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_3_2019,2019,33.73351,-111.80827,2019-08-26,2019-10-21,56,Desert,Rural,17,0.303571428571429,0.549572587013245
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_4_2019,2019,33.7192,-111.81408,2019-08-26,2019-10-21,56,Desert,Rural,22,0.392857142857143,0.689808130264282
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_5_2019,2019,33.71981,-111.80666,2019-08-26,2019-10-21,56,Desert,Rural,23,0.410714285714286,0.483727514743805
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_6_2019,2019,33.71222,-111.78917,2019-09-30,2019-10-21,21,Desert,Rural,4,0.19047619047619,0.128575533628464
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_7B_2019,2019,33.69861,-111.79361,2019-09-03,2019-10-10,37,Desert,Rural,0,0,0.143442541360855
McDowell,AZ_Desert_McDowell_Sonoran_Preserve_8_2019,2019,33.69278,-111.79083,2019-08-27,2019-10-21,55,Desert,Rural,2,0.0363636363636364,0.131505995988846
Tucson,AZ_Desert_Res2_dep1_2022,2022,32.21555,-110.88875,2022-08-29,2022-11-08,71,Desert,Suburban,14,0.197183098591549,0.796190738677979
Tucson,AZ_Desert_Res5_dep1_2022,2022,32.224438,-110.880844,2022-09-13,2022-10-27,44,Desert,Suburban,29,0.659090909090909,0.791207194328308
Tucson,AZ_Desert_SB3_dep1_2022,2022,32.260218,-110.822554,2022-08-23,2022-11-08,77,Desert,Suburban,5,0.0649350649350649,0.821624040603638
Sonoran,AZ_Desert_Sonoran_22_CONFORTI 08/06/2022_2022,2022,32.45722,-110.93167,2022-08-06,2022-12-03,119,Desert,Suburban,2,0.0168067226890756,0.827740788459778
Sonoran,AZ_Desert_Sonoran_22_DEER 09/01/2022_2022,2022,32.46622,-110.93786,2022-09-01,2022-11-20,80,Desert,Suburban,9,0.1125,0.798527956008911
Sonoran,AZ_Desert_Sonoran_22_DOVE 10/24/2022_2022,2022,32.43822,-110.92892,2022-10-24,2022-11-02,9,Desert,Suburban,2,0.222222222222222,0.289786994457245
Sonoran,AZ_Desert_Sonoran_22_MALLOW 08/18/2022_2022,2022,32.41753,-110.92402,2022-08-18,2022-11-10,84,Desert,Suburban,38,0.452380952380952,0.595495104789734
Sonoran,AZ_Desert_Sonoran_22_Mallow_10-01_2022,2022,32.41753,-110.92402,2022-09-14,2022-09-28,14,Desert,Suburban,3,0.214285714285714,0.595495104789734
Sonoran,AZ_Desert_Sonoran_22_OWL_09-04_2022,2022,32.44865,-110.94195,2022-08-13,2022-09-04,22,Desert,Suburban,2,0.0909090909090909,0.755228519439697
Sonoran,AZ_Desert_Sonoran_22_OWL_2022,2022,32.44865,-110.94195,2022-09-04,2022-11-14,71,Desert,Suburban,1,0.0140845070422535,0.755228519439697
Sonoran,AZ_Desert_Sonoran_22_RINGTAIL 10/09/2022_2022,2022,32.45684,-110.92036,2022-10-09,2022-11-20,42,Desert,Suburban,1,0.0238095238095238,0.722190201282501
Sonoran,AZ_Desert_Sonoran_22_SNIBBY 10/03/2022_2022,2022,32.43584,-110.91683,2022-10-03,2022-11-09,37,Desert,Suburban,2,0.0540540540540541,0.369163632392883
Sonoran,AZ_Desert_Sonoran_22_THRASHER_2022,2022,32.44166,-110.94694,2022-10-28,2022-12-02,35,Desert,Suburban,2,0.0571428571428571,0.755228519439697
Sonoran,AZ_Desert_Sonoran_22_TOAD_2022,2022,32.45587,-110.92937,2022-08-02,2022-10-08,67,Desert,Suburban,2,0.0298507462686567,0.827740788459778
Sonoran,AZ_Desert_Sonoran_22_VIEW_2022,2022,32.45335,-110.93004,2022-08-02,2022-08-24,22,Desert,Suburban,1,0.0454545454545455,0.827740788459778
Sonoran,AZ_Desert_Sonoran_23_DAVID_09-23-2023_2023,2023,32.44991,-110.92865,2023-08-27,2023-09-23,27,Desert,Suburban,2,0.0740740740740741,0.526770174503326
Sonoran,AZ_Desert_Sonoran_23_DEER_11-11-2023_2023,2023,32.46622,-110.93786,2023-09-16,2023-11-11,56,Desert,Suburban,8,0.142857142857143,0.798527956008911
Sonoran,AZ_Desert_Sonoran_23_DOVE_10-29-2023_2023,2023,32.43822,-110.92892,2023-08-20,2023-10-29,70,Desert,Suburban,11,0.157142857142857,0.289786994457245
Sonoran,AZ_Desert_Sonoran_23_LION_10-29-2023_2023,2023,32.43594,-110.94627,2023-09-16,2023-10-29,43,Desert,Suburban,2,0.0465116279069767,0.76606011390686
Sonoran,AZ_Desert_Sonoran_23_OWL_10-31-2023_2023,2023,32.44865,-110.94195,2023-08-21,2023-10-31,71,Desert,Suburban,1,0.0140845070422535,0.755228519439697
Tucson,AZ_Desert_TV5_dep1_2022,2022,32.248543,-110.796723,2022-08-23,2022-11-08,77,Desert,Suburban,3,0.038961038961039,0.780706226825714
Tucson,AZ_Desert_Tucson_AC2_dep1_2022,2022,32.282793,-110.739291,2022-09-07,2022-11-12,66,Desert,Suburban,38,0.575757575757576,0.668532311916351
Tucson,AZ_Desert_Tucson_AC3_depl1_2022,2022,32.266866,-110.750661,2022-09-07,2022-11-12,66,Desert,Suburban,5,0.0757575757575758,0.719182252883911
Tucson,AZ_Desert_Tucson_AC4_dep1_2022,2022,32.256277,-110.762075,2022-09-07,2022-10-31,54,Desert,Suburban,5,0.0925925925925926,0.773406505584717
